station_id,station_name,street,city,state,zip,country,latitude,longitude,network,network_url,access_code,access_hours,facility_type,level1_count,level2_count,dc_fast_count,connector_types,open_date,updated_at
7280,Hyatt at Fisherman's Wharf,555 N Point St,San Francisco,CA,94133,US,37.80619,-122.4152,Non-Networked,,public,24 hours daily; for guest use only; see valet for access,HOTEL,0,1,0,['J1772'],1998-07-01,2026-02-13T16:34:38Z
7286,Arden Fair Mall,1689 Arden Way,Sacramento,CA,95815,US,38.599693,-121.427045,Non-Networked,,public,24 hours daily,SHOPPING_MALL,0,4,0,['J1772'],2019-11-01,2026-02-02T23:16:24Z
21358,Palace Hotel,2 New Montgomery St,San Francisco,CA,94105,US,37.78881,-122.401,Non-Networked,,public,24 hours daily,HOTEL,0,2,0,['J1772'],2002-01-31,2026-02-02T23:16:24Z
21360,Mark Hopkins InterContinental Hotel,999 California St,San Francisco,CA,94108,US,37.791791,-122.411265,Non-Networked,,public,24 hours daily; for guest use only; see valet for access,HOTEL,0,1,0,['J1772'],2002-01-31,2025-02-12T00:16:32Z
21395,California State University - Northridge,18111 Nordhoff St,Northridge,CA,91330,US,34.248959,-118.523887,Non-Networked,,public,24 hours daily; parking permit required,COLLEGE_CAMPUS,0,2,0,['J1772'],2002-01-15,2026-05-20T18:56:30Z
21396,California State University - Northridge,18111 Nordhoff St,Northridge,CA,91330,US,34.241687,-118.528543,Non-Networked,,public,24 hours daily; parking permit required,COLLEGE_CAMPUS,0,2,0,['J1772'],2002-01-15,2026-05-20T18:56:30Z
21397,California State University - Northridge,18111 Nordhoff St,Northridge,CA,91330,US,34.236853,-118.532588,Non-Networked,,public,24 hours daily; parking permit required,COLLEGE_CAMPUS,0,4,0,['J1772'],2002-01-15,2026-05-20T18:56:30Z
21402,Los Angeles Harbor Department Headquarters,425 S Palos Verdes St,San Pedro,CA,90731,US,33.740758,-118.28192,Non-Networked,,public,8am-5pm daily,PARKING_LOT,0,4,0,['J1772'],2013-03-26,2025-02-12T00:16:32Z
21419,Getty Center,1200 Getty Center Dr,Los Angeles,CA,90049,US,34.077588,-118.474585,Non-Networked,,public,Garage business hours; pay lot; Drivers must bring their own J1772 cordset for Level 1 charging,PARKING_GARAGE,12,15,0,"['J1772', 'NEMA520']",2013-07-01,2026-02-02T23:16:24Z
21450,LA County DPR Arboretum,301 N Baldwin Ave,Arcadia,CA,91007,US,34.145528,-118.050548,POWERFLEX,https://www.powerflex.com,public,24 hours daily,PARK,0,3,0,['J1772'],2014-06-01,2026-03-04T16:44:56Z
21525,Helms Bakery Building,8800 Venice Blvd,Los Angeles,CA,90034,US,34.029971,-118.385231,Non-Networked,,public,24 hours daily,PARKING_GARAGE,0,6,0,['J1772'],2017-04-25,2025-12-08T16:56:25Z
21535,Westfield MainPlace Mall,2800 N Main St,Santa Ana,CA,92705,US,33.777054,-117.870566,Non-Networked,,public,Business hours,SHOPPING_MALL,0,8,0,['J1772'],2002-05-30,2025-02-12T00:16:32Z
21559,California State University - Channel Islands,1 University Dr,Camarillo,CA,93012,US,34.16657601660278,-119.045854662704,Non-Networked,,public,24 hours daily; parking pass required or day pass available for purchase,COLLEGE_CAMPUS,0,5,0,['J1772'],2002-05-30,2026-02-02T23:16:24Z
21561,Brea Downtown Parking,101 S Brea Blvd,Brea,CA,92821,US,33.919899,-117.898618,Non-Networked,,public,Garage business hours; 4 hour parking limit,PARKING_GARAGE,0,4,0,['J1772'],2002-05-30,2025-05-28T18:55:50Z
21565,Home Depot,2745 Teller Rd,Newbury Park,CA,91320,US,34.192178,-118.934793,Non-Networked,,public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,SHOPPING_CENTER,4,2,0,"['J1772', 'NEMA515']",2002-05-15,2026-02-02T23:16:24Z
21566,Lake Casitas Municipal Water District - Recreational Area,Casitas Pass Rd & Baldwin Rd,Oak View,CA,93022,US,34.418322,-119.3368,Non-Networked,,public,8am-5pm daily,PARK,0,1,0,['J1772'],2002-05-30,2026-05-06T18:52:06Z
21569,San Dimas Park & Ride,205 S San Dimas Ave,San Dimas,CA,91773,US,34.105275,-117.809208,Non-Networked,,public,24 hours daily,PARKING_LOT,0,2,0,['J1772'],2002-05-30,2025-05-29T22:00:09Z
21606,Ventura County Government Center,800 S Victoria Ave,Ventura,CA,93009,US,34.267352,-119.2124,Non-Networked,,public,8am-5pm daily,MUNI_GOV,0,3,0,['J1772'],2012-10-19,2025-05-29T20:32:14Z
21607,Ventura County Air Pollution Control District,669 County Square Dr,Ventura,CA,93003,US,34.268756,-119.2154,Non-Networked,,public,8am-5pm daily,MUNI_GOV,0,3,0,['J1772'],2012-10-18,2025-02-12T00:16:32Z
21673,University of California - Davis Extension - Lot 80,1441 Research Park Dr,Davis,CA,95616,US,38.539336,-121.732405,Non-Networked,,public,24 hours daily; parking pass required; Drivers must bring their own J1772 cordset for Level 1 charging,COLLEGE_CAMPUS,1,3,0,"['J1772', 'NEMA520']",2004-06-01,2025-05-07T15:59:42Z
25491,Fair Oaks - Orangevale - Community Library,11601 Fair Oaks Blvd,Fair Oaks,CA,95628,US,38.66292,-121.2634,Non-Networked,,public,24 hours daily,PARKING_LOT,0,2,0,['J1772'],2004-06-01,2025-05-07T15:38:37Z
25494,Sutter Galleria Mall - University of California - Davis Extension,2901 K St,Sacramento,CA,95816,US,38.57277,-121.467902,Non-Networked,,public,24 hours daily; pay lot; visitor and student use only; Drivers must bring their own J1772 cordset for Level 1 charging,COLLEGE_CAMPUS,1,2,0,"['J1772', 'NEMA520']",2004-05-30,2025-05-16T13:33:03Z
25497,North Highlands Library,4235 Antelope Rd,Antelope,CA,95843,US,38.7042,-121.365,Non-Networked,,public,24 hours daily,LIBRARY,0,1,0,['J1772'],2019-08-01,2026-02-02T23:16:24Z
25501,University of California - Davis - Medical Center,4860 Y St,Sacramento,CA,95817,US,38.552483,-121.4487,Non-Networked,,public,24 hours daily,HOSPITAL,0,2,0,['J1772'],2019-11-01,2025-04-07T15:48:18Z
25507,Mosquito Road Park and Ride,Mosquito Rd & Clay St,Placerville,CA,95667,US,38.73323,-120.78962,Non-Networked,,public,Lot business hours; overnight parking prohibited,MUNI_GOV,0,2,0,['J1772'],2004-05-30,2025-05-29T13:40:05Z
25511,City of Vacaville - Cultural Center,1000 Ulatis Dr,Vacaville,CA,95687,US,38.356027,-121.9628,Non-Networked,,public,24 hours daily,MUNI_GOV,0,1,0,['J1772'],2004-06-15,2026-04-20T13:08:36Z
25514,Stars Recreation Center,155 Browns Valley Pkwy,Vacaville,CA,95688,US,38.36557,-121.967,Non-Networked,,public,24 hours daily,REC_SPORTS_FACILITY,0,4,0,['J1772'],2004-06-15,2026-04-20T13:08:36Z
25515,City of Vacaville - Regional Transport Center,190 Hickory Ln,Vacaville,CA,95688,US,38.35172,-121.987,Non-Networked,,public,24 hours daily,TRAVEL_CENTER,0,2,0,['J1772'],2004-06-15,2026-04-20T13:08:36Z
25516,Office of Housing & Redevelopment,40 Eldridge Ave,Vacaville,CA,95688,US,38.356907,-122.001886,Non-Networked,,public,24 hours daily,OFFICE_BLDG,0,2,0,['J1772'],2004-06-15,2026-04-20T13:08:36Z
25517,KUIC Radio - Parking Lot,500 Catherine St,Vacaville,CA,95688,US,38.355867,-121.9862,Non-Networked,,public,24 hours daily,PARKING_LOT,0,1,0,['J1772'],2004-06-15,2026-04-20T13:08:36Z
25518,City of Vacaville - City Hall,650 Merchant St,Vacaville,CA,95688,US,38.351758,-121.994475,Non-Networked,,public,24 hours daily; Primarily government use,MUNI_GOV,0,7,0,['J1772'],2004-06-15,2026-04-20T13:08:36Z
25519,Citrus Heights City Hall,6360 Fountain Square Dr,Citrus Heights,CA,95621,US,38.682605,-121.297614,Non-Networked,,public,24 hours daily,MUNI_GOV,0,4,0,['J1772'],2016-02-01,2025-02-12T00:16:32Z
25520,Pitt School Plaza,1440 Ary Ln,Dixon,CA,95620,US,38.457369,-121.842567,Non-Networked,,public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,SHOPPING_CENTER,1,0,0,['NEMA520'],2004-06-15,2026-04-20T13:08:36Z
25522,El Dorado County Government Center,2850 Fairlane Ct,Placerville,CA,95667,US,38.72799,-120.828,Non-Networked,,public,24 hours daily,MUNI_GOV,0,3,0,['J1772'],2004-05-15,2024-01-31T22:07:01Z
25523,El Dorado Transit Park & Ride,4640 Post St,El Dorado Hills,CA,95762,US,38.6476,-121.067,Non-Networked,,public,24 hours daily,MUNI_GOV,0,2,0,['J1772'],2012-05-01,2024-01-31T22:07:01Z
25527,CVS Pharmacy,8455 Auburn-Folsom Rd,Granite Bay,CA,95746,US,38.74453,-121.17,Non-Networked,,public,7am-10pm daily,CONVENIENCE_STORE,0,1,0,['J1772'],1998-06-15,2026-02-02T23:16:24Z
25610,Carmichael Library,5605 Marconi Ave,Carmichael,CA,95608,US,38.618066,-121.334337,Non-Networked,,public,24 hours daily,LIBRARY,0,1,0,['J1772'],2004-07-15,2025-05-07T15:38:37Z
27036,Burlington International Airport,1200 Airport Dr,South Burlington,VT,5403,US,44.469281,-73.154972,Non-Networked,,public,24 hours daily; pay lot; Drivers must bring their own J1772 cordset for Level 1 charging,AIRPORT,2,0,0,['NEMA520'],2014-04-01,2025-10-09T16:45:14Z
27302,Rio Vista City Hall,1 Main St,Rio Vista,CA,94571,US,38.15485,-121.69,Non-Networked,,public,24 hours daily,MUNI_GOV,0,1,0,['J1772'],2006-08-15,2025-02-12T00:16:32Z
27328,Fairfield City Hall,1000 Webster St,Fairfield,CA,94533,US,38.25281,-122.044229,Non-Networked,,public,24 hours daily; 2 hour limit,MUNI_GOV,0,2,0,['J1772'],2012-08-27,2025-02-12T00:16:32Z
27329,Solano Community College,4000 Suisun Valley Rd,Fairfield,CA,94534,US,38.23723,-122.123,Non-Networked,,public,24 hours daily,COLLEGE_CAMPUS,0,3,0,['J1772'],2005-07-15,2026-04-20T13:08:36Z
27335,Vallejo Ferry Terminal,495 Mare Island Way,Vallejo,CA,94590,US,38.105062,-122.265895,Non-Networked,,public,24 hours daily,TRAVEL_CENTER,0,0,0,,2005-07-15,2026-04-20T13:08:36Z
28007,Los Angeles International Airport (LAX) - Lot 1,1 World Way,Los Angeles,CA,90045,US,33.944761,-118.399767,Non-Networked,,public,24 hours daily; pay lot,AIRPORT,0,20,0,['J1772'],2011-02-15,2026-05-07T19:25:10Z
32973,Burlington International Airport,1200 Airport Dr,South Burlington,VT,5403,US,44.469281,-73.154972,Non-Networked,,public,24 hours daily,AIRPORT,0,6,0,['J1772'],2004-01-15,2025-10-09T16:45:14Z
33378,Oregon Museum of Science and Industry (OMSI) - South Parking Lot,1945 SE Water Ave,Portland,OR,97214,US,45.508396,-122.664667,Non-Networked,,public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,MUSEUM,2,2,0,"['J1772', 'NEMA515']",2008-10-15,2026-02-02T23:16:24Z
33545,Nut Tree Village,1651 E Monte Vista Ave,Vacaville,CA,95688,US,38.368755,-121.961192,Non-Networked,,public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,SHOPPING_CENTER,1,1,0,"['J1772', 'NEMA515']",2008-12-15,2026-04-20T13:08:36Z
33555,4th and G Plaza Public Parking Garage,817 4th St,Davis,CA,95616,US,38.54643,-121.7388,Non-Networked,,public,6am-2am daily,PARKING_GARAGE,0,2,0,['J1772'],2008-12-01,2025-02-12T00:16:32Z
33556,Davis Amtrak Station,840 2nd St,Davis,CA,95616,US,38.5443,-121.738,Non-Networked,,public,24 hours daily,PAY_LOT,0,2,0,['J1772'],2008-12-01,2025-11-17T18:54:59Z
33557,University of California - Davis - Quad Parking Structure,6 Howard Way,Davis,CA,95616,US,38.544538,-121.749713,Non-Networked,,public,24 hours daily; pay lot; parking permit required; Drivers must bring their own J1772 cordset for Level 1 charging,COLLEGE_CAMPUS,3,7,0,"['J1772', 'NEMA520']",2008-12-01,2025-05-07T15:59:42Z
33558,University Covenant Church,315 Mace Blvd,Davis,CA,95618,US,38.55755,-121.6947,Non-Networked,,public,For guests/workers only,PLACE_OF_WORSHIP,0,1,0,['J1772'],2008-12-01,2025-02-12T00:16:32Z
33559,Wildhorse Golf Club,2323 Rockwell Dr,Davis,CA,95618,US,38.569412,-121.721373,Non-Networked,,public,24 hours daily; customer use only,REC_SPORTS_FACILITY,0,2,0,['J1772'],1998-06-15,2025-12-01T19:40:12Z
33564,Lakewood Center Mall,4500 Silva St,Lakewood,CA,90712,US,33.84788,-118.13889,Non-Networked,,public,5am-10pm daily,SHOPPING_MALL,0,2,0,['J1772'],2012-10-25,2026-02-02T23:16:24Z
33690,Golden Gate Ferry Terminal,101 E Sir Francis Drake Blvd,Larkspur,CA,94939,US,37.94495,-122.5096,Non-Networked,,public,24 hours daily; pay lot,PARKING_LOT,0,2,0,['J1772'],2008-12-31,2026-02-02T23:16:24Z
33695,Oakland International Airport - Daily Lot,1 Airport Dr,Oakland,CA,94621,US,37.7136,-122.2087,Non-Networked,,public,24 hours daily; pay lot,AIRPORT,0,2,0,['J1772'],2012-12-20,2026-02-02T23:16:24Z
33717,Seattle-Tacoma International Airport - General Parking,17801 Pacific Hwy S,Seattle,WA,98188,US,47.443377,-122.296229,Non-Networked,,public,24 hours daily; pay lot; Drivers must bring their own J1772 cordset for Level 1 charging,AIRPORT,0,68,0,['J1772'],2010-03-01,2026-02-02T23:16:24Z
33921,City of Champaign - Hill Street Parking Deck,123 W Hill St,Champaign,IL,61820,US,40.119161,-88.244185,Non-Networked,,public,24 hours daily; pay lot,PAY_GARAGE,0,4,0,['J1772'],2009-01-15,2025-02-12T00:16:32Z
34106,Discovery Center of Idaho,131 W Myrtle St,Boise,ID,83702,US,43.608009,-116.197968,Non-Networked,,public,24 hours daily,MUSEUM,0,2,0,['J1772'],2017-04-20,2025-02-12T00:16:32Z
34849,City of Keizer - City Hall,930 Chemawa Rd NE,Salem,OR,97303,US,44.99574,-123.019758,Non-Networked,,public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,PARKING_LOT,2,0,0,['NEMA520'],2009-10-15,2026-02-02T23:16:24Z
35258,LINCOLN CITY TAFT DUAL 1,1226 SW 50th St,Lincoln City,OR,97367,US,44.928439,-124.015824,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2010-05-15,2026-05-22T01:29:34Z
35290,MGE WILLY ST E,1221 Williamson St,Madison,WI,53703,US,43.083979,-89.363091,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2009-08-15,2026-05-22T01:13:32Z
35480,LBCC LBCC DUAL 2,Ellingson Rd SW,Albany,OR,97321,US,44.586123,-123.115389,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2009-01-15,2026-05-22T01:28:44Z
35560,Home Depot,1551 Froom Ranch Way,San Luis Obispo,CA,93405,US,35.249929,-120.689683,Non-Networked,,public,24 hours daily,SHOPPING_CENTER,0,5,0,['J1772'],2000-04-15,2026-02-02T23:16:24Z
35561,San Luis Obispo Promenade - Bed Bath & Beyond,319 Madonna Rd,San Luis Obispo,CA,93401,US,35.25982,-120.676,Non-Networked,,public,24 hours daily,SHOPPING_CENTER,0,4,0,['J1772'],2000-04-15,2025-02-12T00:16:32Z
35620,Avista Corp,1411 E Mission Ave,Spokane,WA,99252,US,47.673347,-117.388933,Non-Networked,,public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,OFFICE_BLDG,1,2,0,"['J1772', 'NEMA520']",2010-04-15,2025-11-04T20:46:59Z
35621,Steam Plant Parking,130 S Post St,Spokane,WA,99201,US,47.65579218,-117.4236637,Non-Networked,,public,24 hours daily,RESTAURANT,0,6,0,['J1772'],2010-04-15,2025-11-04T20:46:40Z
35840,Maverik #5168,2110 Guthrie Ave,Des Moines,IA,50317,US,41.615759,-93.57875,Non-Networked,,public,24 hours daily,CONVENIENCE_STORE,0,1,0,['J1772'],2010-05-15,2026-04-14T21:00:09Z
35841,Kum & Go #570,5800 Northglenn Dr,Johnston,IA,50131,US,41.682385,-93.698315,Non-Networked,,public,24 hours daily,CONVENIENCE_STORE,0,1,0,['J1772'],2010-05-15,2026-04-17T19:53:04Z
36371,Lane Community College,4000 E 30th Ave,Eugene,OR,97405,US,44.009797,-123.033213,Non-Networked,,public,Drivers must bring their own J1772 cordset for Level 1 charging; 3 hour limit,COLLEGE_CAMPUS,20,20,0,"['J1772', 'NEMA520']",2010-09-05,2026-02-02T23:16:24Z
36378,BROOKFIELD PROP 300 CLAY STAT1,300 Clay St Allen Ctr Garage,Houston,TX,77002,US,29.756604,-95.372854,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2015-10-02,2026-05-22T01:40:50Z
36532,Hudson Valley Community College - TEC-SMART Building,345 Hermes Rd,Malta,NY,12020,US,42.97167,-73.774182,Non-Networked,,public,7am-10pm M-Sat; Drivers must bring their own J1772 cordset for Level 1 charging,COLLEGE_CAMPUS,1,0,0,['NEMA520'],2010-10-15,2025-12-18T14:52:09Z
36709,City of Spartanburg - Municipal Parking Garage,100 Dunbar St,Spartanburg,SC,29306,US,34.950136,-81.93279,Non-Networked,,public,24 hours daily; pay lot,MUNI_GOV,0,2,0,['J1772'],2010-12-15,2026-02-02T23:16:24Z
36710,City of Spartanburg - Municipal Parking Garage,130 E Saint John St,Spartanburg,SC,29306,US,34.951926,-81.931714,Non-Networked,,public,24 hours daily,MUNI_GOV,0,2,0,['J1772'],2010-12-15,2026-02-02T23:16:24Z
36711,City of Union Town Hall,101 Sharpe Ave,Union,SC,29379,US,34.715982,-81.624616,Non-Networked,,public,24 hours daily,MUNI_GOV,0,2,0,['J1772'],2010-12-15,2025-02-12T00:16:32Z
36924,Propark America - Omni Hotel Chapel Square Garage,155 Temple St,New Haven,CT,6510,US,41.305794,-72.927405,Non-Networked,,public,24 hours daily; pay lot,PARKING_GARAGE,0,2,0,"['J1772', 'TESLA']",2010-12-15,2026-03-31T20:28:25Z
36928,New London Parking Authority - Water Street Public Parking Garage,160 Water St,New London,CT,6320,US,41.355486,-72.093784,Non-Networked,,public,During garage hours; drivers must bring their own J1772 cordset for Level 1 charging,PAY_GARAGE,2,4,0,"['J1772', 'NEMA520']",2013-07-01,2026-05-12T14:51:56Z
36932,The Parking Spot - Bradley International Airport,1186 South St,Suffield,CT,6078,US,41.951328,-72.663078,Non-Networked,,public,24 hours daily; pay lot; see attendant for access; Drivers must bring their own J1772 cordset for Level 1 charging,AIRPORT,1,1,0,"['J1772', 'NEMA515']",2011-12-15,2026-04-14T21:00:09Z
36949,GTC HORIZON MAINLOT,4940 88th Avenue,Kenosha,WI,53144,US,42.592469,-87.915847,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2010-10-15,2026-05-22T01:34:00Z
36951,MGE GREENWAY STAT,1611 Aspen Commons,Middleton,WI,53562,US,43.091229,-89.52884,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2010-10-15,2026-05-22T01:12:40Z
37097,Baker Electric Building,7100 Euclid Ave,Cleveland,OH,44103,US,41.503373,-81.639054,Non-Networked,,public,24 hours daily,PARKING_LOT,0,1,0,['J1772'],2010-12-15,2025-02-12T00:16:32Z
37104,McDonald's,116 5th Ave,Huntington,WV,25703,US,38.417603,-82.456866,Non-Networked,,public,24 hours daily,RESTAURANT,0,2,0,['J1772'],2010-12-15,2026-02-02T23:16:24Z
37166,Agilix Solutions,2023 Westport Center Dr,St. Louis,MO,63146,US,38.694036,-90.4218,Non-Networked,,public,24 hours daily,OFFICE_BLDG,0,1,0,['J1772'],2011-02-15,2026-02-02T23:16:24Z
37170,HILLSBORO OR MAIN ST 1,150 E Main St,Hillsboro,OR,97123,US,45.522609,-122.988535,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2010-11-15,2026-05-22T01:28:40Z
37171,HILLSBORO OR ITF EV-8,253 SE 8th Ave,Hillsboro,OR,97123,US,45.520533,-122.978089,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2010-11-15,2026-05-22T02:08:17Z
37181,BELLEVUE BELLEVUE CH 1,450 110th Ave NE,Bellevue,WA,98004,US,47.614744,-122.193162,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2010-12-15,2026-05-22T01:33:57Z
37265,1075 Peachtree,1075 Peachtree St NE,Atlanta,GA,30309,US,33.78412,-84.3828,ENVIROSPARK,https://envirosparkenergy.com,public,24 hours daily,OFFICE_BLDG,0,6,0,['J1772'],2010-12-15,2026-03-31T19:37:47Z
37651,Oregon Museum of Science and Industry (OMSI) - North Parking Lot,1945 SE Water Ave,Portland,OR,97214,US,45.509326,-122.666392,Non-Networked,,public,24 hours daily; for customer use only,MUSEUM,0,1,0,['J1772'],2008-10-15,2026-02-02T23:16:24Z
37655,Liberty Park,520 E,Salt Lake City,UT,84119,US,40.74686,-111.876,Non-Networked,,public,24 hours daily; maximum session time of 4 hours,PARK,0,4,0,['J1772'],2010-12-15,2025-02-12T00:16:32Z
37683,JCCC MTC,12345 College Blvd,Overland Park,KS,66210,US,38.92591,-94.72819,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2011-08-15,2026-05-22T01:51:25Z
37835,City of Delray Beach - Banker's Row Parking Lot,200 NE 1st Ave,Delray Beach,FL,33444,US,26.465314,-80.07219,Non-Networked,,public,24 hours daily,PARKING_LOT,0,3,0,['J1772'],2011-06-15,2026-02-02T23:16:24Z
38082,KING COUNTY DES ISSAQUAH P&R 2,1755 Highlands Dr NE,Issaquah,WA,98027,US,47.545324,-122.0195,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2008-02-15,2026-05-22T02:06:48Z
38254,SEAPORT GARAGE EAST GARAGE2 P1,1 Seaport Ln,Boston,MA,2210,US,42.349249,-71.040928,ChargePoint Network,https://www.chargepoint.com,public,24 hours daily,,0,2,0,['J1772'],2009-03-15,2026-05-22T01:32:08Z
38298,City of Columbia - Cannon Garage,1100 Taylor St,Columbia,SC,29201,US,34.00741493349311,-81.03480060447691,Non-Networked,,public,24 hours daily; pay lot,PAY_GARAGE,0,8,0,['J1772'],2011-03-15,2026-02-02T23:16:24Z
38299,City of Columbia - Washington Street Garage,1100 Washington St,Columbia,SC,29201,US,34.003323,-81.035693,Non-Networked,,public,Garage business hours; pay lot,PAY_GARAGE,0,2,0,['J1772'],2011-03-15,2026-02-02T23:16:24Z
38300,City of Columbia - Arsenal Hill Garage,1812 Lincoln St,Columbia,SC,29201,US,34.008409,-81.041802,Non-Networked,,public,Garage business hours; pay lot,PAY_GARAGE,0,2,0,['J1772'],2011-03-15,2026-02-02T23:16:24Z
38301,City of Columbia - Lincoln Street Garage,820 Washington St,Columbia,SC,29201,US,34.002255,-81.040219,Non-Networked,,public,Garage business hours; pay lot,PAY_GARAGE,0,2,0,['J1772'],2011-03-15,2026-02-02T23:16:24Z
38302,Greenville Zoo,150 Cleveland Park Dr,Greenville,SC,29601,US,34.84709,-82.387269,Non-Networked,,public,Zoo hours,OTHER_ENTERTAINMENT,0,2,0,['J1772'],2011-03-15,2026-02-02T23:16:24Z
38303,City of Greenville - Poinsett Garage,25 W McBee Ave,Greenville,SC,29601,US,34.849724,-82.400667,Non-Networked,,public,24 hours daily; pay lot,PAY_GARAGE,0,4,0,['J1772'],2011-03-01,2025-02-12T00:16:32Z
